name,total_price_in_state,total_price_out_of_state,percent_admitted,yield,total_applicants,act_low,act_high,act_range,city,state,zip,address,longitude,latitude,affiliation,six_year_grad_rate,total_enrollment,website,phone_number,financial_aid_address,admissions_address,application_address,net_price_calculator,average_price_after_financial_aid,average_price_if_less_than_30000,average_price_if_less_than_48000,average_price_if_less_than_75000,average_price_if_less_than_110000,average_price_if_greater_than_110000,ncaa_membership,football_team?,basketball_team?,baseball_team?,cross_country_team?
Carnegie Mellon University,65895,65895,25,30,19812,30,34,30 - 34,Pittsburgh,PA,15213-3890,5000 Forbes Avenue,-79.942914,40.444616,private_non_profit,87,12587,www.cmu.edu/,4122682000,admission.enrollment.cmu.edu/pages/financial-aid,admission.enrollment.cmu.edu/pages/undergraduate-admission,admission.enrollment.cmu.edu/pages/apply-now,admission.enrollment.cmu.edu/pages/financial-aid-estimator,33670,20431,20839,21805,29789,42661,Yes,Yes,Yes,No,Yes
Carolina Christian College,,,,,, , , - ,Winston Salem,NC,27105,4209 Indiana Avenue,-80.192792,36.148443,private_non_profit,0,53,www.carolina.edu,3367440900,,,,www.carolina.edu/npcalc_000.htm,,,,,,,No,No,No,No,No
Carroll College,44672,44672,58,17,3527,22,28,22 - 28,Helena,MT,59625-0002,1601 N Benton Ave,-112.04053,46.602202,private_non_profit,62,1440,www.carroll.edu,4064474300,www.carroll.edu/finaid/,www.carroll.edu/admission/,https://carroll.edu.185r.net/application/login/,www.carroll.edu/finaid/,24431,19955,18897,22475,25312,26065,No,Yes,Yes,No,Yes
Carroll University,42657,42657,81,32,2969,21,26,21 - 26,Waukesha,WI,53186,100 N East Ave,-88.227962,43.004647,private_non_profit,59,3446,www.carrollu.edu,2625471211,www.carrollu.edu/prospective/finaid.asp?nav=5685,www.carrollu.edu/prospective/default.asp,https://my.carrollu.edu/ICS/Admissions/Admission.jnz?portlet=Apply_Online&screen=Display+Form&screenType=next,www.carrollu.edu/prospective/ecc/default.asp,23438,18119,19944,20622,23920,26210,Yes,Yes,Yes,Yes,Yes
Carson-Newman University,38544,38544,62,16,4880,21,26,21 - 26,Jefferson City,TN,37760,1646 S Russell Ave,-83.492183,36.122224,private_non_profit,55,2362,www.cn.edu,8654712000,www.cn.edu/administration/financial-assistance,www.cn.edu/admissions,www.cn.edu/admissions/undergraduate-admissions/apply-for-admission,www.cn.edu/administration/financial-assistance/undergraduate-students/net-price-calculator-for-aid-estimates,14257,10393,10924,13469,15900,19572,Yes,Yes,Yes,Yes,Yes
Carthage College,52535,52535,72,14,7167,21,27,21 - 27,Kenosha,WI,53140-1994,2001 Alford Park Dr,-87.820706,42.622893,private_non_profit,60,2948,www.carthage.edu,2625518500,www.carthage.edu/admissions/afford/,www.carthage.edu/admissions/,www.carthage.edu/admissions/apply/index.cfm,www.carthage.edu/admissions/afford/netprice.cfm,27385,22798,24699,26685,28444,35049,Yes,Yes,Yes,Yes,Yes
Case Western Reserve University,61510,61510,38,15,21733,29,33,29 - 33,Cleveland,OH,44106,10900 Euclid Ave,-81.605769,41.500812,private_non_profit,78,10771,www.case.edu,2163682000,financialaid.case.edu/,admission.case.edu/,admission.case.edu/apply/,case.edu/financialaid/resources/net-price-calculator/,29140,14583,18645,24250,31063,34748,Yes,Yes,Yes,Yes,Yes
Castleton University,23382,38790,92,20,2022,18,22,18 - 22,Castleton,VT,5735,62 Alumni Dr,-73.181486,43.607982,public,40,2183,www.castleton.edu,8024685611,www.castleton.edu/financialaid/index.htm,www.castleton.edu/admissions/index.htm,https://www.castleton.edu/admissions/admissions3.htm,https://csc.studentaidcalculator.com/survey.aspx,,,,,,,Yes,Yes,Yes,Yes,Yes
Catawba College,43603,43603,36,26,3694, , , - ,Salisbury,NC,28144,2300 W Innes St,-80.486575,35.692445,private_non_profit,50,1300,www.catawba.edu,7046374111,www.catawba.edu/finaid,www.catawba.edu/admissions,www.catawba.edu/apply,www.catawba.edu/calculator,19665,16766,19123,26809,37496,39042,Yes,Yes,Yes,Yes,Yes
Catholic Distance University,,,,,, , , - ,Charles Town,WV,25414,115 W. Congress Street,-77.860321,39.28763,private_non_profit,,186,https://www.cdu.edu,88825442380,,https://www.cdu.edu/admissions/what-program-is-right-for-me,https://camsportal.cdu.edu/apppath2/,,,,,,,,No,No,No,No,No
Catholic University of America,58394,58394,74,18,6363,22,28,22 - 28,Washington,DC,20064,620 Michigan Avenue  NE,-76.998961,38.935796,private_non_profit,67,6699,www.cua.edu,2023195000,admissions.cua.edu/undergrad/finaid/index.html,admissions.cua.edu/,applyonline.cua.edu/,admissions.cua.edu/undergrad/finaid/NetPriceCalculator/calculator.html,36163,29820,35425,30526,32486,37368,Yes,Yes,Yes,Yes,Yes
Cazenovia College,46930,46930,76,15,2382, , , - ,Cazenovia,NY,13035,22 Sullivan St,-75.854054,42.931946,private_non_profit,47,1091,www.cazenovia.edu,8006543210,www.cazenovia.edu/admissions/enrollment-services/financial-aid,www.cazenovia.edu/admissions,www.cazenovia.edu/admissions/apply-cazenovia,www.cazenovia.edu/admissions/enrollment-services/financial-aid/net-price-calculator,17554,10575,13280,18042,21311,23774,Yes,No,Yes,Yes,Yes
Cedar Crest College,48715,48715,52,26,1246,20,23,20 - 23,Allentown,PA,18104-6196,100 College Drive,-75.519799,40.586695,private_non_profit,61,1531,www.cedarcrest.edu,6106064666,www.cedarcrest.edu/ca/stufinserv/n_index.shtm,www.cedarcrest.edu/ca/admissions/index.shtm,www.cedarcrest.edu/ca/admissions/applying.shtm,cedarcrest.studentaidcalculator.com/,17981,13935,16022,17651,20752,24225,Yes,No,Yes,No,Yes
Cedarville University,36648,36648,74,35,3003,23,29,23 - 29,Cedarville,OH,45314-0601,251 N. Main Street,-83.812098,39.750338,private_non_profit,72,3585,www.cedarville.edu,9377667700,www.cedarville.edu/financialaid,www.cedarville.edu/admissions,www.cedarville.edu/myapplication,apps.cedarville.edu/netpricecalc,23403,17277,17924,20289,22802,25763,Yes,No,Yes,Yes,Yes
Centenary College,46899,46899,82,24,1183,16,21,16 - 21,Hackettstown,NJ,7840,400 Jefferson St,-74.832775,40.848693,private_non_profit,49,2318,www.centenarycollege.edu,9088521400,www.centenarycollege.edu/cms/en/financial-aid,www.centenarycollege.edu/cms/en/undergraduate/?WT.mc_id=cc-index-ugrad,,https://npc.collegeboard.org/student/app/centenarycollege,25615,16022,18912,25350,28908,31432,Yes,No,Yes,Yes,Yes
Centenary College of Louisiana,49550,49550,66,28,769,21,28,21 - 28,Shreveport,LA,71134-1188,2911 Centenary Boulevard,-93.731518,32.483004,private_non_profit,56,619,www.centenary.edu,3188695011,www.centenary.edu/fa,www.centenary.edu/admission,www.centenary.edu/admission/apply,www.centenary.edu/fa/links/npc,22420,16346,17283,23295,22857,29215,Yes,No,Yes,Yes,Yes
Central Baptist College,25504,25504,57,51,488,19,23,19 - 23,Conway,AR,72034,1501 College Avenue,-92.444102,35.084574,private_non_profit,36,858,www.cbc.edu,5013296872,www.cbc.edu/financial_aid.aspx,www.cbc.edu/future_students/admissions.asp,www.cbc.edu/students/admissions/applying_to_cbc.aspx,www.cbc.edu/financial_aid/net_price_calculator.aspx,12043,11461,11026,13118,13897,12511,No,No,Yes,Yes,No
Central Christian College of Kansas,26571,26571,50,50,667,18,24,18 - 24,McPherson,KS,67460-5740,1200 S Main,-97.667373,38.357964,private_non_profit,35,1165,www.centralchristian.edu,6.20241E+12,www.centralchristian.edu/fa-resources,www.centralchristian.edu/admissions/ug/index.asp,www.surveygizmo.com/s3/1656546/Admission-to-Central-Christian-College-of-Kansas,www.centralchristian.edu/_Assets/FinancialAid/net-price-calculator,13622,15158,10302,13024,14811,14396,No,No,Yes,Yes,Yes
Central Christian College of the Bible,21348,21348,42,79,217, , , - ,Moberly,MO,65270-1997,911 E Urbandale Dr,-92.427259,39.395963,private_non_profit,25,290,www.cccb.edu,6.60263E+12,cccb.edu/financial-aid,cccb.edu/admissions,www.cccb.edu/admissions/apply-online,cccb.edu/net-price-calculator,11647,9691,9748,12599,15750,11413,No,No,No,No,No
Central College,47878,47878,69,20,3068,21,27,21 - 27,Pella,IA,50219,812 University,-92.918664,41.400236,private_non_profit,69,1411,www.central.edu,8774623687,www.central.edu/financialAid/,www.central.edu/admission/,https://www.central.edu/admission/forms/apply/,www.central.edu/financialAid/estimator.cfm,22510,15741,16983,18443,21115,19896,Yes,Yes,Yes,Yes,Yes
Central Connecticut State University,24446,36716,60,28,8173,20,23,20 - 23,New Britain,CT,6050,1615 Stanley St,-72.770094,41.690258,public,52,12037,www.ccsu.edu,8608322278,www.ccsu.edu/finaid,www.ccsu.edu/admission,www.ccsu.edu/apply,web.ccsu.edu/npcalc/,,,,,,,Yes,Yes,Yes,Yes,Yes
Central Methodist University-College of Graduate and Extended Studies,,,,,, , , - ,Fayette,MO,65248-1198,411 Central Methodist Square,-92.686156,39.150383,private_non_profit,,4537,www.centralmethodist.edu,6602483391,www.centralmethodist.edu/finaid/index.php,www.centralmethodist.edu/cges/index.php,www.centralmethodist.edu/academics/applications.php,www.centralmethodist.edu/finaid/calculator/npcalc.htm,,,,,,,No,No,No,No,No
Central Methodist University-College of Liberal Arts and Sciences,35660,35660,61,36,1533,20,25,20 - 25,Fayette,MO,65248-1198,411 Central Methodist Square,-92.685276,39.150534,private_non_profit,50,1185,www.centralmethodist.edu/,6602483391,www.centralmethodist.edu/finaid/index.php,www.centralmethodist.edu/admissions/select.php,https://vader.centralmethodist.edu/cgi-bin/public/apply2cmu.cgi,www.centralmethodist.edu/finaid/calculator/npcalc.htm,17785,14011,15027,18530,20262,21157,No,Yes,Yes,Yes,Yes
Central Michigan University,22922,34742,69,30,18320,20,25,20 - 25,Mount Pleasant,MI,48859,106 Warriner Hall,-84.775275,43.591137,public,57,26879,www.cmich.edu,9897744000,https://www.cmich.edu/ess/OSFA,https://www.cmich.edu/admissions,https://apply.cmich.edu,netconnect.cmich.edu/netpricecalculator,,,,,,,Yes,Yes,Yes,Yes,Yes
Central Penn College,26649,26649,,,, , , - ,Summerdale,PA,17093-0309,College Hill & Valley Rds,-76.934461,40.3049,private_for_profit,39,1330,www.centralpenn.edu,8007592727,www.centralpenn.edu/college-services/financial-aid/,www.centralpenn.edu/admissions-aid/admissions/,https://app.applyyourself.com/AYApplicantLogin/ApplicantConnectLogin.asp?id=centralpen,www.centralpenn.edu/college-services/financial-aid/net-price-calculator/,17992,17014,17866,20714,21380,24357,No,No,No,No,No
Central State University,18590,26272,38,18,5944,15,18,15 - 18,Wilberforce,OH,45384-1004,1400 Brush Row Rd,-83.876795,39.716465,public,27,1751,www.centralstate.edu,9373766011,www.centralstate.edu/prospects/financial_aid/index.html,www.centralstate.edu/prospects/admissions/index.html,www.centralstate.edu/prospects/admissions/apply.html,www.centralstate.edu/prospects/financial_aid/Price_Calculator/npcalc.htm,,,,,,,Yes,Yes,Yes,No,Yes
Central Washington University,22482,35295,86,38,4120,18,24,18 - 24,Ellensburg,WA,98926-7501,400 East University Way,-120.537716,47.004957,public,53,11799,www.cwu.edu,5099631111,www.cwu.edu/financial-aid,www.cwu.edu/admissions,www.cwu.edu/admissions/online-admissions,www.cwu.edu/financial-aid/net-price-calculator,,,,,,,Yes,Yes,Yes,Yes,Yes
Central Yeshiva Tomchei Tmimim Lubavitz,13200,13200,100,100,87, , , - ,Brooklyn,NY,11230,841-853 Ocean Pky,-73.970807,40.627852,private_non_profit,17,726,,7187743430,,,,https://sites.google.com/site/centralyeshivatomcheitmimim/,16791,16007,16283,16992,18468,,No,No,No,No,No
Centre College,51030,51030,72,22,2494,26,31,26 - 31,Danville,KY,40422-1394,625 W Walnut St,-84.779175,37.645102,private_non_profit,87,1387,www.centre.edu,8592385200,www.centre.edu/admission-aid/cost-aid/financial-aid-scholarships/,www.centre.edu/admission-aid/,www.centre.edu/admission-aid/apply-to-centre/,https://centre.studentaidcalculator.com/survey.aspx,24855,15528,14788,19156,23578,27997,Yes,Yes,Yes,Yes,Yes
Chadron State College,19176,19206,,,, , , - ,Chadron,NE,69337-2690,1000 Main St,-103.002793,42.820672,public,42,3033,www.csc.edu,3084326000,www.csc.edu/finaid/,www.csc.edu/admissions/,www.csc.edu/apply/now/,www.csc.edu/NetPrice/npcalc.htm,,,,,,,Yes,Yes,Yes,No,Yes
Chamberlain College of Nursing-Arizona,,,50,67,6, , , - ,Phoenix,AZ,85021,2149 West Dunlap Ave.,-112.104421,33.56573,private_for_profit,,569,www.chamberlain.edu,6023312720,www.chamberlain.edu/financial-aid/financing-your-education/financing-your-education,,https://dv.secure.force.com/applyonline/Page1?brand=ccn,www.chamberlain.edu/calculator,32096,28453,28453,32501,,34098,No,No,No,No,No
Chamberlain College of Nursing-Florida,,,43,100,7, , , - ,Jacksonville,FL,32256,5200 Belfort Rd,-81.586421,30.243517,private_for_profit,,853,www.chamberlain.edu,9042518110,www.chamberlain.edu/financial-aid/financing-your-education/financing-your-education,,https://dv.secure.force.com/applyonline/Page1?brand=ccn,www.chamberlain.edu/calculator,29337,,24081,,,30176,No,No,No,No,No
Chamberlain College of Nursing-Georgia,,,55,50,11, , , - ,Atlanta,GA,30342-1501,5775 Peachtree Dunwoody Road  NE  Suite A100,-84.350431,33.91163,private_for_profit,,879,www.chamberlain.edu,4042508500,www.chamberlain.edu/financial-aid/financing-your-education/financing-your-education,,https://dv.secure.force.com/applyonline/Page1?brand=ccn,www.chamberlain.edu/calculator,,,,30176,,30176,No,No,No,No,No
Chamberlain College of Nursing-Illinois,,,60,94,30, , , - ,Addison,IL,60101,1221 N Swift Rd,-88.038558,41.949727,private_for_profit,,18665,www.chamberlain.edu,6309533660,www.chamberlain.edu/financial-aid/financing-your-education/financing-your-education,,https://dv.secure.force.com/applyonline/Page1?brand=ccn,www.chamberlain.edu/calculator,26447,25453,,30967,,31266,No,No,No,No,No
Chamberlain College of Nursing-Indiana,,,67,63,12, , , - ,Indianapolis,IN,46240,9100 Keystone Crossing  Suite 600,-86.110281,39.91799,private_for_profit,,219,www.chamberlain.edu,3178167335,www.chamberlain.edu/financial-aid/financing-your-education/financing-your-education,,https://dv.secure.force.com/applyonline/Page1?brand=ccn,www.chamberlain.edu/calculator,26339,24108,,30800,,,No,No,No,No,No
Chamberlain College of Nursing-Michigan,,,,,, , , - ,Troy,MI,48084-5286,200 Kirts Boulevard  Suite C,-83.150897,42.556522,private_for_profit,,,www.chamberlain.edu,2488174140,www.chamberlain.edu/financial-aid/financing-your-education/financing-your-education,,https://dv.secure.force.com/applyonline/Page1?brand=ccn,www.chamberlain.edu/calculator,,,,,,,No,No,No,No,No
Chamberlain College of Nursing-Missouri,,,57,50,7, , , - ,St. Louis,MO,63146,11830 Westline Industrial Dr.  Ste. 106,-90.436061,38.70204,private_for_profit,33,510,www.chamberlain.edu,3149916200,,,https://dv.secure.force.com/applyonline/Page1?brand=ccn,www.chamberlain.edu/calculator,,,,24920,24920,,No,No,No,No,No
Chamberlain College of Nursing-Nevada,,,,,, , , - ,Las Vegas,NV,89144-6595,9901 Covington Cross Drive,-115.313951,36.18502,private_for_profit,,,www.chamberlain.edu,7027861660,www.chamberlain.edu/financial-aid/financing-your-education/financing-your-education,,https://dv.secure.force.com/applyonline/Page1?brand=ccn,www.chamberlain.edu/calculator,,,,,,,No,No,No,No,No
Chamberlain College of Nursing-New Jersey,,,,,, , , - ,North Brunswick,NJ,08902-3492,630 U.S. Highway One,-74.443957,40.465719,private_for_profit,,,www.chamberlain.edu,7328751300,www.chamberlain.edu/financial-aid/financing-your-education/financing-your-education,,https://dv.secure.force.com/applyonline/Page1?brand=ccn,www.chamberlain.edu/calculator,,,,,,,No,No,No,No,No
Chamberlain College of Nursing-Ohio,,,87,74,31, , , - ,Columbus,OH,43209,1350 Alum Creek Dr.,-82.940493,39.940449,private_for_profit,,730,www.chamberlain.edu,6142528890,www.chamberlain.edu/financial-aid/financing-your-education/financing-your-education,,https://dv.secure.force.com/applyonline/Page1?brand=ccn,www.chamberlain.edu/calculator,26885,25795,28670,28670,28248,28670,No,No,No,No,No
Chamberlain College of Nursing-Texas,,,89,50,9, , , - ,Houston,TX,77041,11025 Equity Drive,-95.562002,29.839013,private_for_profit,,399,www.chamberlain.edu,7132779800,www.chamberlain.edu/financial-aid/financing-your-education/financing-your-education,,https://dv.secure.force.com/applyonline/Page1?brand=ccn,www.chamberlain.edu/calculator,,,,,,,No,No,No,No,No
Chamberlain College of Nursing-Virginia,,,33,100,6, , , - ,Arlington,VA,22202,2450 Crystal Drive,-77.050211,38.85232,private_for_profit,,394,www.chamberlain.edu,7034167300,www.chamberlain.edu/financial-aid/financing-your-education/financing-your-education,,https://dv.secure.force.com/applyonline/Page1?brand=ccn,www.chamberlain.edu/calculator,27558,,,,,,No,No,No,No,No
Chaminade University of Honolulu,37893,37893,86,30,918,19,22,19 - 22,Honolulu,HI,96816-1578,3140 Waialae Avenue,-157.807642,21.290274,private_non_profit,36,2756,www.chaminade.edu,8087354711,www.chaminade.edu/financial_aid/,www.chaminade.edu/admissions,https://www.chaminade.edu/forms/apps/ug/,www.chaminade.edu/ug/tuition-calculator.php,19668,15784,15882,20331,20906,21720,Yes,No,Yes,No,Yes
Champlain College,53586,53586,64,18,5593,23,29,23 - 29,Burlington,VT,5401,163 S Willard St,-73.204354,44.47295,private_non_profit,64,3585,www.champlain.edu,8028602700,www.champlain.edu/admissions/undergraduate-admissions/financial-aid-undergraduate,www.champlain.edu/admissions/undergraduate-admissions,www.champlain.edu/undergraduate-studies/admission/applying-to-champlain.html,www.champlain.edu/admissions/undergraduate-admissions/financial-aid-undergraduate/champlain-net-price-calculator,33173,23259,28177,30433,34173,36317,No,No,No,No,No
Chapman University,64650,64650,47,24,12507,25,29,25 - 29,Orange,CA,92866,One University Dr.,-117.851481,33.793678,private_non_profit,72,8132,www.chapman.edu,7149976815,www.chapman.edu/students/tuition-and-aid/financial-aid/index.aspx,www.chapman.edu/admission/index.aspx,www.chapman.edu/admission/undergraduate/applynow.aspx,www.chapman.edu/students/tuition-and-aid/financial-aid/net-cost-calculator/index.aspx,35258,25423,24953,28354,32600,41480,Yes,Yes,Yes,Yes,Yes
Charles R Drew University of Medicine and Science,,,100,100,1, , , - ,Los Angeles,CA,90059,1731 E 120th St,-118.242791,33.925658,private_non_profit,0,481,www.cdrewu.edu,3235634800,www.cdrewu.edu/Admin/scholarships,www.cdrewu.edu/admissions,www.cdrewu.edu/Apply,https://npc.collegeboard.org/student/app/cdrewu,19338,22855,,12304,29500,,No,No,No,No,No
Charleston Southern University,37710,37710,59,27,4199,19,24,19 - 24,Charleston,SC,29406-9121,9200 University Blvd,-80.069288,32.981986,private_non_profit,38,3367,www.csuniv.edu,8438637000,www.csuniv.edu/admissions/tuition/financialaid/index.html,www.csuniv.edu/admissions/index.html,https://www.applyweb.com/apply/chsu/index.html,www.csuniv.edu/admissions/tuition/netpricecalculator.html,17561,17676,18750,17498,16320,20646,Yes,Yes,Yes,Yes,Yes
Charlotte Christian College and Theological Seminary,,,,,, , , - ,Charlotte,NC,28205-1648,3117 Whiting Ave,-80.802527,35.242999,private_non_profit,0,130,www.charlottechristian.edu,7.04335E+12,www.charlottechristian.edu/financial-aid.php,www.charlottechristian.edu/future-students.php,www.charlottechristian.edu/apply-now.php,charlottechristian.studentaidcalculator.com/survey.aspx,23675,,,23675,,,No,No,No,No,No
Charter Oak State College,,,,,, , , - ,New Britain,CT,6053,55 Paul Manafort Drive,-72.767972,41.688246,public,,1929,www.charteroak.edu,8605153800,www.charteroak.edu/current/sfa,www.charteroak.edu/prospective/admissions,www.charteroak.edu/Prospective/Apply,www.charteroak.edu/netcost,,,,,,,No,No,No,No,No
Chatham University,49022,49022,52,32,627, , , - ,Pittsburgh,PA,15232,Woodland Rd,-79.926083,40.448432,private_non_profit,59,2134,www.chatham.edu,4123651100,www.chatham.edu/admissions/aid/index.cfm,www.chatham.edu/admissions/index.cfm,apply.chatham.edu/ugrad/,www.chatham.edu/calculator/,16979,9608,6371,2393,20013,20565,Yes,No,Yes,Yes,Yes
Chestnut Hill College,47955,47955,75,16,1578,19,23,19 - 23,Philadelphia,PA,19118-2693,9601 Germantown Ave,-75.228847,40.087048,private_non_profit,47,2063,www.chc.edu,2152487000,www.chc.edu/undergraduate/financial_aid/,www.chc.edu/admissions/admissions-aid,www.chc.edu/apply,www.chc.edu/financial-services/undergraduate/net-payment-calculator-first-year-students,25888,25476,20588,22900,25551,27925,Yes,No,Yes,Yes,Yes
